"","dynamicColors","mergedColors"
"DND1","purple","purple"
"DNER","pink","pink"
"DNHD1","grey","grey"
"DNLZ","turquoise","turquoise"
"DNM1","black","black"
"DNM3","tan","tan"
"DNMBP","blue","blue"
"DNMT1","green","green"
"DNMT3A","green","green"
"DNMT3B","green","green"
"DNTTIP1","turquoise","turquoise"
"DOC2A","purple","purple"
"DOC2B","tan","tan"
"DOCK10","magenta","magenta"
"DOCK11","tan","tan"
"DOCK1","turquoise","turquoise"
"DOCK2","magenta","magenta"
"DOCK3","brown","brown"
"DOCK4","tan","tan"
"DOCK5","turquoise","turquoise"
"DOCK6","greenyellow","greenyellow"
"DOCK7","turquoise","turquoise"
"DOCK8","magenta","magenta"
"DOCK9","turquoise","turquoise"
"DOHH","yellow","yellow"
"DOK1","purple","purple"
"DOK2","magenta","magenta"
"DOK3","magenta","magenta"
"DOK4","black","black"
"DOK5","pink","pink"
"DOK6","tan","tan"
"DOK7","brown","brown"
"DONSON","green","green"
"DOT1L","yellow","yellow"
"DPAGT1","grey","grey"
"DPCD","turquoise","turquoise"
"DPEP1","red","magenta"
"DPEP2","magenta","magenta"
"DPEP3","magenta","magenta"
"DPF1","green","green"
"DPF3","red","magenta"
"DPH1","purple","purple"
"DPH2","blue","blue"
"DPM2","turquoise","turquoise"
"DPM3","turquoise","turquoise"
"DPP3","yellow","yellow"
"DPP4","black","black"
"DPP6","grey","grey"
"DPP7","purple","purple"
"DPP8","turquoise","turquoise"
"DPP9","yellow","yellow"
"DPPA4","red","magenta"
"DPT","black","black"
"DPY19L1","black","black"
"DPY19L2","grey","grey"
"DPY19L3","turquoise","turquoise"
"DPY19L4","cyan","cyan"
"DPY30","turquoise","turquoise"
"DPYD","magenta","magenta"
"DPYS","red","magenta"
"DPYSL2","tan","tan"
"DPYSL3","black","black"
"DPYSL4","grey","grey"
"DPYSL5","green","green"
"DQX1","pink","pink"
"DRAM1","magenta","magenta"
"DRAM2","grey","grey"
"DRAP1","yellow","yellow"
"DRD1","grey","grey"
"DRD2","pink","pink"
"DRD4","black","black"
"DRG2","yellow","yellow"
"DRP2","grey","grey"
"DSC1","tan","tan"
"DSC2","pink","pink"
"DSC3","pink","pink"
"DSCAM","grey","grey"
"DSCAML1","brown","brown"
"DSCC1","green","green"
"DSE","black","black"
"DSEL","black","black"
"DSG1","pink","pink"
"DSG2","turquoise","turquoise"
"DSG3","pink","pink"
"DSN1","green","green"
"DSP","turquoise","turquoise"
"DST","tan","tan"
"DSTN","red","magenta"
"DSTYK","turquoise","turquoise"
"DTD1","brown","brown"
"DTHD1","red","magenta"
"DTL","green","green"
"DTNA","grey","grey"
"DTNB","brown","brown"
"DTWD2","blue","blue"
"DTX1","red","magenta"
"DTX2","blue","blue"
"DTX3","purple","purple"
"DTX3L","lightcyan","lightcyan"
"DTX4","black","black"
"DTYMK","turquoise","turquoise"
"DUOX1","pink","pink"
"DUOX2","pink","pink"
"DUOXA1","pink","pink"
"DUOXA2","pink","pink"
"DUS1L","yellow","yellow"
"DUS3L","yellow","yellow"
"DUSP10","black","black"
"DUSP1","greenyellow","greenyellow"
"DUSP12","blue","blue"
"DUSP13","brown","brown"
"DUSP14","grey","grey"
"DUSP15","purple","purple"
"DUSP16","blue","blue"
"DUSP18","turquoise","turquoise"
"DUSP19","turquoise","turquoise"
"DUSP2","red","magenta"
"DUSP22","red","magenta"
"DUSP23","turquoise","turquoise"
"DUSP26","red","magenta"
"DUSP27","green","green"
"DUSP28","purple","purple"
"DUSP4","green","green"
"DUSP5","brown","brown"
"DUSP6","tan","tan"
"DUSP7","pink","pink"
"DUSP8","grey","grey"
"DUSP9","brown","brown"
"DVL1","yellow","yellow"
"DYDC1","brown","brown"
"DYDC2","brown","brown"
"DYNC1I1","pink","pink"
"DYNC2H1","blue","blue"
"DYNLL2","turquoise","turquoise"
"DYNLRB1","turquoise","turquoise"
"DYNLRB2","brown","brown"
"DYNLT1","turquoise","turquoise"
"DYNLT3","blue","blue"
"DYRK1B","yellow","yellow"
"DYRK2","pink","pink"
"DYRK3","pink","pink"
"DYRK4","turquoise","turquoise"
"DYSF","greenyellow","greenyellow"
"DZIP1","pink","pink"
"DZIP1L","black","black"
"DZIP3","blue","blue"
"E2F1","green","green"
"E2F2","green","green"
"E2F3","green","green"
"E2F4","blue","blue"
"E2F5","cyan","cyan"
"E2F7","green","green"
"E2F8","green","green"
"E4F1","purple","purple"
"EAF1","turquoise","turquoise"
"EAF2","red","magenta"
"EARS2","red","magenta"
"EBAG9","cyan","cyan"
"EBF1","greenyellow","greenyellow"
"EBF2","tan","tan"
"EBF3","greenyellow","greenyellow"
"EBF4","brown","brown"
"EBI3","magenta","magenta"
"EBP","turquoise","turquoise"
"EBPL","midnightblue","midnightblue"
"ECE1","greenyellow","greenyellow"
"ECE2","blue","blue"
"ECEL1","red","magenta"
"ECH1","turquoise","turquoise"
"ECHDC1","grey","grey"
"ECHDC2","yellow","yellow"
"ECHDC3","grey","grey"
"ECHS1","turquoise","turquoise"
"ECM1","grey","grey"
"ECM2","black","black"
"ECSCR","greenyellow","greenyellow"
"ECSIT","yellow","yellow"
"ECT2","green","green"
"ECT2L","green","green"
"EDA","tan","tan"
"EDA2R","green","green"
"EDAR","pink","pink"
"EDARADD","grey","grey"
"EDC4","yellow","yellow"
"EDDM3B","brown","brown"
"EDEM1","turquoise","turquoise"
"EDEM3","blue","blue"
"EDF1","turquoise","turquoise"
"EDIL3","turquoise","turquoise"
"EDN1","pink","pink"
"EDN2","grey","grey"
"EDN3","pink","pink"
"EDNRA","black","black"
"EDNRB","greenyellow","greenyellow"
"EEA1","turquoise","turquoise"
"EEF1A1","midnightblue","midnightblue"
"EEF1A2","brown","brown"
"EEF1B2","midnightblue","midnightblue"
"EEF1D","yellow","yellow"
"EEF1E1","green","green"
"EEF1G","midnightblue","midnightblue"
"EEF2","midnightblue","midnightblue"
"EEF2K","blue","blue"
"EEPD1","greenyellow","greenyellow"
"EFCAB10","grey","grey"
"EFCAB1","greenyellow","greenyellow"
"EFCAB2","brown","brown"
"EFCAB3","grey","grey"
"EFCAB5","grey","grey"
"EFCAB6","brown","brown"
"EFCAB7","blue","blue"
"EFEMP1","tan","tan"
"EFEMP2","black","black"
"EFHB","grey","grey"
"EFHC1","brown","brown"
"EFHC2","brown","brown"
"EFHD1","brown","brown"
"EFHD2","magenta","magenta"
"EFNA1","turquoise","turquoise"
"EFNA3","blue","blue"
"EFNA4","blue","blue"
"EFNA5","pink","pink"
"EFNB1","blue","blue"
"EFNB2","tan","tan"
"EFNB3","grey","grey"
"EFR3A","turquoise","turquoise"
"EFR3B","red","magenta"
"EFS","blue","blue"
"EGF","grey","grey"
"EGFL6","magenta","magenta"
"EGFL7","yellow","yellow"
"EGFL8","yellow","yellow"
"EGFLAM","greenyellow","greenyellow"
"EGFR","pink","pink"
"EGLN1","yellow","yellow"
"EGLN2","yellow","yellow"
"EGLN3","black","black"
"EGR1","greenyellow","greenyellow"
"EGR2","tan","tan"
"EGR3","greenyellow","greenyellow"
"EGR4","grey","grey"
"EHBP1L1","magenta","magenta"
"EHD1","red","magenta"
"EHD2","black","black"
"EHD3","tan","tan"
"EHF","turquoise","turquoise"
"EHHADH","turquoise","turquoise"
"EHMT2","yellow","yellow"
"EID1","brown","brown"
"EID2B","yellow","yellow"
"EID3","red","magenta"
"EIF2AK2","lightcyan","lightcyan"
"EIF2AK3","turquoise","turquoise"
"EIF2S2","green","green"
"EIF3B","blue","blue"
"EIF3C","turquoise","turquoise"
"EIF3D","midnightblue","midnightblue"
"EIF3E","cyan","cyan"
"EIF3G","yellow","yellow"
"EIF3H","cyan","cyan"
"EIF3L","midnightblue","midnightblue"
"EIF4A2","grey","grey"
"EIF4A3","yellow","yellow"
"EIF4B","blue","blue"
"EIF4E","green","green"
"EIF4E3","blue","blue"
"EIF4EBP1","blue","blue"
"EIF4EBP3","turquoise","turquoise"
"EIF4G3","turquoise","turquoise"
"EIF5A","blue","blue"
"EIF5A2","black","black"
"EIF5AL1","blue","blue"
"EIF6","turquoise","turquoise"
"ELAC1","pink","pink"
"ELANE","yellow","yellow"
"ELAVL2","green","green"
"ELAVL3","grey","grey"
"ELAVL4","grey","grey"
"ELF1","turquoise","turquoise"
"ELF3","grey","grey"
"ELF4","magenta","magenta"
"ELF5","pink","pink"
"ELFN1","greenyellow","greenyellow"
"ELFN2","grey","grey"
"ELK3","tan","tan"
"ELK4","turquoise","turquoise"
"ELL2","blue","blue"
"ELL3","grey","grey"
"ELMO1","red","magenta"
"ELMO3","yellow","yellow"
"ELMOD1","black","black"
"ELMOD2","blue","blue"
"ELMOD3","purple","purple"
"ELN","black","black"
"ELOF1","yellow","yellow"
"ELOVL2","brown","brown"
"ELOVL3","grey","grey"
"ELOVL4","pink","pink"
"ELOVL5","brown","brown"
"ELOVL6","green","green"
"ELOVL7","grey","grey"
"ELP2","brown","brown"
"ELP3","green","green"
"EMB","magenta","magenta"
"EMCN","greenyellow","greenyellow"
"EME1","green","green"
"EME2","purple","purple"
"EMG1","turquoise","turquoise"
"EMID1","yellow","yellow"
"EMILIN1","black","black"
"EMILIN2","magenta","magenta"
"EMILIN3","pink","pink"
"EML1","black","black"
"EML2","purple","purple"
"EML3","yellow","yellow"
"EML4","purple","purple"
"EML5","grey","grey"
"EML6","grey","grey"
"EMP1","black","black"
"EMP2","brown","brown"
"EMP3","magenta","magenta"
"EMX1","brown","brown"
"EMX2","black","black"
"EN1","brown","brown"
"EN2","brown","brown"
"ENAH","turquoise","turquoise"
"ENC1","black","black"
"ENDOD1","grey","grey"
"ENDOG","turquoise","turquoise"
"ENDOU","grey","grey"
"ENG","greenyellow","greenyellow"
"ENGASE","yellow","yellow"
"ENHO","grey","grey"
"ENKUR","grey","grey"
"ENO1","brown","brown"
"ENO2","grey","grey"
"ENO3","yellow","yellow"
"ENOPH1","green","green"
"ENOSF1","grey","grey"
"ENOX1","black","black"
"ENPEP","tan","tan"
"ENPP1","brown","brown"
"ENPP2","greenyellow","greenyellow"
"ENPP3","grey","grey"
"ENPP4","blue","blue"
"ENPP5","blue","blue"
"ENPP6","pink","pink"
"ENSA","turquoise","turquoise"
"ENTHD1","red","magenta"
"ENTPD1","tan","tan"
"ENTPD2","grey","grey"
"ENTPD3","black","black"
"ENTPD4","turquoise","turquoise"
"ENTPD5","blue","blue"
"ENTPD6","yellow","yellow"
"ENTPD7","turquoise","turquoise"
"ENTPD8","purple","purple"
"ENY2","cyan","cyan"
"EOMES","red","magenta"
"EP300","turquoise","turquoise"
"EPAS1","greenyellow","greenyellow"
"EPB41","turquoise","turquoise"
"EPB41L1","grey","grey"
"EPB41L2","pink","pink"
"EPB41L3","magenta","magenta"
"EPB41L4A","brown","brown"
"EPB41L4B","grey","grey"
"EPB41L5","blue","blue"
"EPB42","salmon","salmon"
"EPC1","turquoise","turquoise"
"EPC2","turquoise","turquoise"
"EPCAM","green","green"
"EPDR1","black","black"
"EPGN","grey","grey"
"EPHA10","brown","brown"
"EPHA1","grey","grey"
"EPHA2","pink","pink"
"EPHA3","tan","tan"
"EPHA4","pink","pink"
"EPHA5","tan","tan"
"EPHA6","grey","grey"
"EPHA7","grey","grey"
"EPHA8","grey","grey"
"EPHB1","pink","pink"
"EPHB2","magenta","magenta"
"EPHB3","blue","blue"
"EPHB4","blue","blue"
"EPHB6","red","magenta"
"EPHX1","grey","grey"
"EPHX2","green","green"
"EPHX3","pink","pink"
"EPHX4","grey","grey"
"EPM2A","turquoise","turquoise"
"EPM2AIP1","blue","blue"
"EPN1","yellow","yellow"
"EPN2","grey","grey"
"EPN3","pink","pink"
"EPO","grey","grey"
"EPOR","purple","purple"
"EPPK1","grey","grey"
"EPRS","yellow","yellow"
"EPS15L1","brown","brown"
"EPS8","turquoise","turquoise"
"EPS8L1","purple","purple"
"EPS8L2","yellow","yellow"
"EPSTI1","lightcyan","lightcyan"
"EPX","grey","grey"
"EPYC","black","black"
"ERAP1","magenta","magenta"
"ERAP2","red","magenta"
"ERAS","turquoise","turquoise"
"ERBB2","brown","brown"
"ERBB3","blue","blue"
"ERBB4","brown","brown"
"ERC1","turquoise","turquoise"
"ERC2","grey","grey"
"ERCC1","turquoise","turquoise"
"ERCC2","yellow","yellow"
"ERCC4","turquoise","turquoise"
"ERCC6","turquoise","turquoise"
"ERCC6L","green","green"
"EREG","pink","pink"
"ERF","yellow","yellow"
"ERG","greenyellow","greenyellow"
"ERGIC1","brown","brown"
"ERH","turquoise","turquoise"
"ERI1","purple","purple"
"ERI2","blue","blue"
"ERICH1","red","magenta"
"ERLIN2","blue","blue"
"ERMAP","turquoise","turquoise"
"ERMN","black","black"
"ERMP1","turquoise","turquoise"
"ERN1","turquoise","turquoise"
"ERP27","grey","grey"
"ERP29","yellow","yellow"
"ERRFI1","pink","pink"
"ESAM","greenyellow","greenyellow"
"ESCO2","green","green"
"ESF1","turquoise","turquoise"
"ESM1","red","magenta"
"ESPL1","green","green"
"ESPN","purple","purple"
"ESPNL","red","magenta"
"ESR1","brown","brown"
"ESR2","red","magenta"
"ESRP1","cyan","cyan"
"ESRP2","grey","grey"
"ESRRA","yellow","yellow"
"ESRRB","grey","grey"
"ESRRG","blue","blue"
"ESYT3","brown","brown"
"ETFA","grey","grey"
"ETFB","yellow","yellow"
"ETFDH","blue","blue"
"ETHE1","turquoise","turquoise"
"ETNK1","blue","blue"
"ETNK2","brown","brown"
"ETS1","red","magenta"
"ETS2","greenyellow","greenyellow"
"ETV1","black","black"
"ETV2","yellow","yellow"
"ETV3","turquoise","turquoise"
"ETV3L","pink","pink"
"ETV4","blue","blue"
"ETV5","pink","pink"
"ETV6","pink","pink"
"ETV7","lightcyan","lightcyan"
"EVC","black","black"
"EVC2","black","black"
"EVI2A","magenta","magenta"
"EVI2B","magenta","magenta"
"EVI5","turquoise","turquoise"
"EVI5L","yellow","yellow"
"EVL","brown","brown"
"EVPL","yellow","yellow"
"EVPLL","grey","grey"
"EXD1","green","green"
"EXD2","blue","blue"
"EXD3","yellow","yellow"
"EXO1","green","green"
"EXOC2","blue","blue"
"EXOC3L2","greenyellow","greenyellow"
"EXOC5","turquoise","turquoise"
"EXOC6","brown","brown"
"EXOC6B","turquoise","turquoise"
"EXOC8","turquoise","turquoise"
"EXOG","grey","grey"
"EXOSC3","grey","grey"
"EXOSC4","turquoise","turquoise"
"EXOSC5","blue","blue"
"EXOSC6","blue","blue"
"EXOSC8","turquoise","turquoise"
"EXPH5","yellow","yellow"
"EXT1","brown","brown"
"EXTL1","pink","pink"
"EXTL2","turquoise","turquoise"
"EXTL3","pink","pink"
"EYA1","grey","grey"
"EYA2","grey","grey"
"EYA3","turquoise","turquoise"
"EYA4","black","black"
"EYS","blue","blue"
"EZH1","brown","brown"
"EZH2","green","green"
"EZR","grey","grey"
"F10","greenyellow","greenyellow"
"F11R","green","green"
"F12","turquoise","turquoise"
"F13A1","black","black"
"F2R","tan","tan"
"F2RL1","black","black"
"F2RL2","tan","tan"
"F2RL3","greenyellow","greenyellow"
"F3","tan","tan"
"F5","red","magenta"
"F7","brown","brown"
"F8","blue","blue"
"F8A1","turquoise","turquoise"
"FA2H","brown","brown"
"FAAH2","brown","brown"
"FAAH","purple","purple"
"FABP3","grey","grey"
"FABP4","salmon","salmon"
"FABP5","magenta","magenta"
"FABP6","grey","grey"
"FABP7","pink","pink"
"FADD","turquoise","turquoise"
"FADS1","green","green"
"FADS2","green","green"
"FADS3","blue","blue"
"FADS6","grey","grey"
"FAH","brown","brown"
"FAHD1","purple","purple"
"FAHD2A","blue","blue"
"FAHD2B","purple","purple"
"FAIM2","grey","grey"
"FAIM","green","green"
"FAM102A","brown","brown"
"FAM102B","turquoise","turquoise"
"FAM104B","turquoise","turquoise"
"FAM107A","pink","pink"
"FAM107B","turquoise","turquoise"
"FAM110A","turquoise","turquoise"
"FAM110B","brown","brown"
"FAM110C","green","green"
"FAM111A","grey","grey"
"FAM111B","green","green"
"FAM114A1","turquoise","turquoise"
"FAM114A2","brown","brown"
"FAM117A","grey","grey"
"FAM117B","turquoise","turquoise"
"FAM118A","red","magenta"
"FAM118B","magenta","magenta"
"FAM120AOS","brown","brown"
"FAM120B","blue","blue"
"FAM120C","blue","blue"
"FAM122B","blue","blue"
"FAM122C","red","magenta"
"FAM124A","pink","pink"
"FAM124B","greenyellow","greenyellow"
"FAM126A","pink","pink"
"FAM126B","turquoise","turquoise"
"FAM131A","yellow","yellow"
"FAM131B","black","black"
"FAM131C","brown","brown"
"FAM133A","black","black"
"FAM135A","pink","pink"
"FAM135B","red","magenta"
"FAM136A","green","green"
"FAM13A","tan","tan"
"FAM13B","blue","blue"
"FAM13C","greenyellow","greenyellow"
"FAM149A","greenyellow","greenyellow"
"FAM151B","brown","brown"
"FAM153A","red","magenta"
"FAM153B","grey","grey"
"FAM155A","black","black"
"FAM155B","grey","grey"
"FAM156A","yellow","yellow"
"FAM160A1","turquoise","turquoise"
"FAM160A2","purple","purple"
"FAM160B1","turquoise","turquoise"
"FAM160B2","yellow","yellow"
"FAM161A","turquoise","turquoise"
"FAM161B","blue","blue"
